srcip,sport,dstip,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Stime,Ltime,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,attack_cat,Label,Category_dtloader,Binary_dtloader
175.45.176.2,4000,149.171.126.15,59948,udp,INT,6e-06,2050,0,254,0,0,0,-,1366666624.0,0.0,2,0,0,0,0,0,1025,0,0,0,0.0,0.0,1424250514,1424250514,0.006,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,1,1,2,1,1,1,1,Worms,1,9,1
59.166.0.4,59323,149.171.126.0,53,udp,CON,0.000971,146,178,31,29,0,0,dns,601441.8125,733264.6875,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424250979,1424250979,0.006,0.002,0.0,0.0,0.0,0,0,Normal,Normal, ,4,2,6,11,2,1,8,Normal,0,0,0
59.166.0.2,6759,149.171.126.2,53,udp,CON,0.00101,146,178,31,29,0,0,dns,578217.8125,704950.5,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424251097,1424251097,0.009,0.006,0.0,0.0,0.0,0,0,Normal,Normal, ,2,2,2,2,1,1,2,Normal,0,0,0
59.166.0.5,41118,149.171.126.4,80,tcp,FIN,1.005616,1684,10168,31,29,3,5,http,12442.12598,76402.92188,14,18,255,255,3414107772,1265689848,120,565,1,3924,8765.872723,7675.05138,1424251078,1424251079,77.329849,59.122529,0.000668,0.000528,0.00014,0,0,1.0,Normal, ,2,2,4,6,1,1,2,Normal,0,0,0
59.166.0.5,24465,149.171.126.6,13508,udp,CON,0.001721,520,304,31,29,0,0,-,1812899.5,1059849.0,4,4,0,0,0,0,130,76,0,0,0.632625,0.296756,1424251055,1424251055,0.452333,0.214333,0.0,0.0,0.0,0,0,Normal,Normal, ,6,17,17,6,1,1,3,Normal,0,0,0
59.166.0.3,47614,149.171.126.8,6881,tcp,FIN,0.224582,1540,1644,31,29,4,4,-,51437.78125,55320.55078,16,18,255,255,2677014668,2703702018,96,91,0,0,853.449993,24.451242,1424250988,1424250988,14.949267,13.177647,0.000873,0.000553,0.00032,0,0,Normal,Normal, ,11,7,6,14,9,1,5,Normal,0,0,0
175.45.176.0,19934,149.171.126.16,80,tcp,FIN,0.264742,838,1356,62,252,2,2,http,22814.66602,35868.88672,10,8,255,255,973710575,4109767213,84,170,1,254,1447.455644,53.563363,1424250959,1424250959,29.415778,36.630715,0.052165,0.007388,0.044777,0,1,1.0,Normal, ,2,1,1,1,1,1,1,Exploits,1,6,1
175.45.176.0,47598,149.171.126.14,25,tcp,FIN,1.117578,45657,1972,62,252,23,8,smtp,320543.1563,13579.36523,52,26,255,255,3951134951,2698656173,878,76,0,0,2146.555283,63.720922,1424250912,1424250913,21.913294,43.276879,0.045658,0.014318,0.03134,0,1,Normal,Normal, ,1,1,2,1,1,1,1,Exploits,1,6,1
175.45.176.3,30059,149.171.126.16,80,tcp,FIN,0.655866,1216,96836,62,252,2,37,http,14100.44043,1166030.875,20,78,255,255,4027198985,3501688914,61,1241,1,46592,1694.548404,930.693095,1424251115,1424251116,34.519262,8.209636,0.034127,0.023088,0.011039,0,1,1.0,Normal, ,2,1,1,1,1,1,1,Exploits,1,6,1
175.45.176.3,15225,149.171.126.13,21,tcp,FIN,1.294411,1088,1658,62,252,7,9,ftp,6390.551758,9783.600586,20,22,255,255,2900751089,4167653469,54,75,0,0,4030.140764,3690.699147,1424251171,1424251173,68.126891,59.96938,0.032279,0.018583,0.013696,0,1,Normal,1.0,1,1,1,1,1,1,1,1,Exploits,1,6,1
175.45.176.0,43285,149.171.126.18,59269,tcp,FIN,0.289164,364,1010,62,252,1,2,ftp-data,8825.441406,24456.70898,8,8,255,255,193505216,4253974485,46,126,0,0,2714.226495,68.696234,1424251110,1424251111,41.309144,37.255285,0.04086,0.021967,0.018893,0,1,Normal,Normal, ,1,1,3,3,1,1,7,Exploits,1,6,1
175.45.176.2,26403,149.171.126.19,80,tcp,FIN,0.440921,914,7496,62,252,2,4,http,14932.37988,126299.2656,10,14,255,255,3831976214,129341039,91,535,1,3192,3320.385518,2778.930161,1424251160,1424251160,48.991222,30.094692,0.086872,0.039112,0.04776,0,1,1.0,Normal, ,3,3,3,2,2,1,3,Exploits,1,6,1
175.45.176.3,7244,149.171.126.10,111,udp,INT,8e-06,168,0,254,0,0,0,-,84000000.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,1424251069,1424251069,0.008,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,1,1,1,1,1,1,1,Reconnaissance,1,2,1
175.45.176.0,63114,149.171.126.18,111,udp,INT,7e-06,168,0,254,0,0,0,-,96000000.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,1424250969,1424250969,0.007,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,1,1,1,1,1,1,1,Reconnaissance,1,2,1
175.45.176.2,40688,149.171.126.15,111,udp,INT,5e-06,168,0,254,0,0,0,-,134400000.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,1424251201,1424251201,0.005,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,1,1,1,1,1,1,1,Reconnaissance,1,2,1
175.45.176.0,52926,149.171.126.13,111,udp,INT,9e-06,168,0,254,0,0,0,-,74666664.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,1424250877,1424250877,0.009,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,2,1,1,1,1,1,1,Reconnaissance,1,2,1
175.45.176.0,40825,149.171.126.18,111,tcp,FIN,0.672516,564,354,254,252,2,1,-,6042.979004,3687.644775,10,8,255,255,2025145951,1235325295,56,44,0,0,5506.764878,138.066828,1424251165,1424251166,74.724,94.919,0.071165,0.007439,0.063726,0,1,Normal,Normal, ,1,1,1,1,1,1,1,Reconnaissance,1,2,1
175.45.176.3,9836,149.171.126.19,111,udp,INT,6e-06,168,0,254,0,0,0,-,112000000.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,1424251174,1424251174,0.006,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,2,1,1,2,2,1,1,Reconnaissance,1,2,1
175.45.176.1,24236,149.171.126.13,111,tcp,FIN,0.662513,564,354,254,252,2,1,-,6134.219238,3743.322754,10,8,255,255,1000263063,2563735651,56,44,0,0,5737.10156,139.250734,1424251077,1424251078,72.543444,92.478,0.061063,0.015158,0.045905,0,1,Normal,Normal, ,1,1,1,1,1,1,1,Reconnaissance,1,2,1
175.45.176.2,65532,149.171.126.16,520,udp,INT,4e-06,1064,0,254,0,0,0,-,1064000000.0,0.0,2,0,0,0,0,0,532,0,0,0,0.0,0.0,1424250986,1424250986,0.004,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,22,22,6,6,6,2,22,Fuzzers,1,1,1
175.45.176.2,51879,149.171.126.16,520,udp,INT,4e-06,1064,0,254,0,0,0,-,1064000000.0,0.0,2,0,0,0,0,0,532,0,0,0,0.0,0.0,1424250988,1424250988,0.004,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,30,30,14,14,14,1,30,Fuzzers,1,1,1
175.45.176.2,21960,149.171.126.16,520,udp,INT,5e-06,1064,0,254,0,0,0,-,851200000.0,0.0,2,0,0,0,0,0,532,0,0,0,0.0,0.0,1424251000,1424251000,0.005,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,32,31,13,13,13,1,31,Fuzzers,1,1,1
175.45.176.1,0,149.171.126.17,0,ospf,INT,1.144049,1890,0,254,0,0,0,-,12901.54492,0.0,42,0,0,0,0,0,45,0,0,0,29.83157,0.0,1424251187,1424251189,27.903635,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,1,1,1,1,1,1,1,DoS,1,5,1
175.45.176.2,30204,149.171.126.14,80,tcp,FIN,0.248584,808,2976,62,252,2,2,http,23428.69922,83802.65625,10,8,255,255,2555431853,424976186,81,372,1,1079,1321.62947,56.942453,1424251098,1424251098,27.620444,33.737,0.063112,0.011741,0.051371,0,1,1.0,Normal, ,1,1,1,1,1,1,1,DoS,1,5,1
175.45.176.0,50665,149.171.126.13,80,tcp,FIN,0.179563,1896,268,254,252,2,1,http,76051.30469,9979.78418,10,6,255,255,2280607118,2437470303,190,45,1,0,999.968277,60.486832,1424251101,1424251101,18.614889,34.601398,0.052119,0.006553,0.045566,0,1,1.0,Normal, ,1,1,1,1,1,1,1,DoS,1,5,1
175.45.176.1,0,149.171.126.17,0,ospf,INT,1.144049,1890,0,254,0,0,0,-,12901.54492,0.0,42,0,0,0,0,0,45,0,0,0,29.83157,0.0,1424251187,1424251189,27.903635,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,1,1,1,1,1,1,1,Generic,1,7,1
175.45.176.0,17026,149.171.126.14,33465,udp,INT,9e-06,344,0,254,0,0,0,-,152888880.0,0.0,2,0,0,0,0,0,172,0,0,0,0.0,0.0,1424250869,1424250869,0.009,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,1,1,1,1,1,1,1,Shellcode,1,8,1
175.45.176.1,12944,149.171.126.11,34959,tcp,FIN,0.212844,552,268,254,252,2,1,-,18680.34766,8419.311523,10,6,255,255,116739796,204642195,55,45,0,0,1281.604626,43.79902,1424251003,1424251004,22.097222,30.750801,0.107383,0.059046,0.048337,0,1,Normal,Normal, ,1,1,1,1,1,1,1,Shellcode,1,8,1
175.45.176.2,28436,149.171.126.14,16884,udp,INT,9e-06,144,0,254,0,0,0,-,63999996.0,0.0,2,0,0,0,0,0,72,0,0,0,0.0,0.0,1424250830,1424250830,0.009,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,1,1,1,1,1,1,1,Shellcode,1,8,1
175.45.176.3,32060,149.171.126.10,16382,udp,INT,7e-06,210,0,254,0,0,0,-,120000000.0,0.0,2,0,0,0,0,0,105,0,0,0,0.0,0.0,1424251092,1424251092,0.007,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,1,1,1,1,1,1,1,Shellcode,1,8,1
175.45.176.1,49493,149.171.126.13,57087,udp,INT,7e-06,1448,0,254,0,0,0,-,827428544.0,0.0,2,0,0,0,0,0,724,0,0,0,0.0,0.0,1424250870,1424250870,0.007,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,2,1,1,1,1,1,1,Shellcode,1,8,1
175.45.176.0,44964,149.171.126.11,49532,tcp,FIN,0.227225,748,268,254,252,2,1,-,23729.7832,7886.456055,10,6,255,255,224078461,1231928631,75,45,0,0,1189.313843,57.019813,1424250989,1424250989,23.256444,40.248199,0.084459,0.025968,0.058491,0,1,Normal,Normal, ,1,1,1,1,1,1,1,Shellcode,1,8,1
175.45.176.0,57801,149.171.126.15,4030,tcp,FIN,0.185452,626,268,254,252,2,1,-,24329.74609,9662.87793,10,6,255,255,746959304,3458729426,63,45,0,0,1012.86927,59.97441,1424250875,1424250876,19.169444,35.527398,0.053752,0.007808,0.045944,0,1,Normal,Normal, ,2,1,1,1,1,1,2,Backdoor,1,4,1
175.45.176.1,0,149.171.126.17,0,ospf,INT,1.144049,1890,0,254,0,0,0,-,12901.54492,0.0,42,0,0,0,0,0,45,0,0,0,29.83157,0.0,1424251187,1424251189,27.903635,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,1,1,1,1,1,1,1,Backdoor,1,4,1
175.45.176.0,22829,149.171.126.13,8083,tcp,FIN,0.281193,858,1030,62,252,2,2,http,21992.01367,25662.08984,10,8,255,255,1389179407,1777397545,86,129,1,109,1489.791819,57.104578,1424251138,1424251138,31.243667,31.024428,0.076752,0.018984,0.057768,0,1,1.0,Normal, ,1,1,1,3,1,1,1,Backdoor,1,4,1
175.45.176.3,25356,149.171.126.12,80,tcp,FIN,0.236127,1302,268,254,252,2,1,http,39707.44531,7589.13623,10,6,255,255,2553116958,1780844944,130,45,1,0,1202.71422,66.780602,1424251134,1424251134,23.112556,43.757,0.067722,0.017341,0.050381,0,1,1.0,Normal, ,3,1,1,1,1,1,1,Worms,1,9,1
175.45.176.1,0,149.171.126.17,0,ospf,INT,1.144049,1890,0,254,0,0,0,-,12901.54492,0.0,42,0,0,0,0,0,45,0,0,0,29.83157,0.0,1424251187,1424251189,27.903635,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,1,1,1,1,1,1,1,Analysis,1,3,1
59.166.0.8,25777,149.171.126.3,23653,tcp,FIN,0.042961,5174,85164,31,29,7,39,-,952864.1875,15686599.0,90,92,255,255,1769332344,1782151505,57,926,0,0,25.406365,25.216349,1424251584,1424251584,0.479202,0.472078,0.00059,0.00047,0.00012,0,0,Normal,Normal, ,4,5,1,2,1,1,1,Normal,0,0,0
59.166.0.6,17413,149.171.126.5,6881,tcp,FIN,28.021969,25784,1094788,31,29,38,390,-,7345.094238,312187.3438,460,858,255,255,2603302546,2659351474,56,1276,0,0,23173.23703,16957.89367,1424251446,1424251474,61.049371,32.69721,0.000605,0.000486,0.000119,0,0,Normal,Normal, ,7,2,2,3,1,1,2,Normal,0,0,0
59.166.0.2,34509,149.171.126.9,40659,tcp,FIN,0.114906,5174,85164,31,29,7,39,-,356256.4375,5864898.5,90,92,255,255,765834368,787434058,57,926,0,0,75.51258,73.136501,1424251364,1424251364,1.317138,1.250341,0.001899,0.001122,0.000777,0,0,Normal,Normal, ,6,3,4,6,1,1,1,Normal,0,0,0
59.166.0.1,19266,149.171.126.3,6881,tcp,FIN,19.69709,25264,1094788,31,29,38,390,-,10238.26367,444131.7813,450,858,255,255,3315942876,1280016713,56,1276,0,0,16048.35523,11600.73369,1424251479,1424251499,43.868057,23.010024,0.000626,0.000504,0.000122,0,0,Normal,Normal, ,9,3,2,4,2,2,3,Normal,0,0,0
175.45.176.1,0,149.171.126.13,0,sctp,INT,6e-06,78,0,254,0,0,0,-,52000000.0,0.0,2,0,0,0,0,0,39,0,0,0,0.0,0.0,1424251410,1424251410,0.006,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,1,1,1,2,1,1,1,Exploits,1,6,1
175.45.176.1,17783,149.171.126.12,80,tcp,FIN,0.492426,836,4362,62,252,2,3,http,12233.30957,63782.17188,10,10,255,255,1250522118,122476914,84,436,1,1724,2942.542329,2827.157395,1424251437,1424251438,54.714,47.645333,0.114647,0.063572,0.051075,0,1,1.0,Normal, ,1,1,1,2,1,1,1,Exploits,1,6,1
175.45.176.0,3971,149.171.126.16,80,tcp,FIN,0.770928,1336,117206,62,252,2,45,http,13241.18457,1203328.875,22,94,255,255,3898227309,3743633032,61,1247,1,0,1722.632207,899.41219,1424251494,1424251495,36.696522,7.961839,0.062661,0.030468,0.032193,0,1,1.0,Normal, ,1,1,2,1,1,1,1,Exploits,1,6,1
175.45.176.0,0,149.171.126.17,0,bbn-rcc,INT,4e-06,180,0,254,0,0,0,-,180000000.0,0.0,2,0,0,0,0,0,90,0,0,0,0.0,0.0,1424251558,1424251558,0.004,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,7,7,7,7,7,7,7,Exploits,1,6,1
175.45.176.1,41060,149.171.126.17,25,tcp,FIN,1.664797,18612,1724,62,252,12,8,smtp,86458.59375,7909.67334,30,22,255,255,2211421918,4006810000,620,78,0,0,3528.992652,96.003523,1424251352,1424251354,59.457039,73.012766,0.085183,0.048657,0.036526,0,1,Normal,Normal, ,1,1,1,3,1,1,1,Exploits,1,6,1
175.45.176.0,0,149.171.126.17,0,hmp,INT,4e-06,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424251583,1424251583,0.004,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,5,5,1,1,1,1,5,Exploits,1,6,1
175.45.176.1,2339,149.171.126.10,48662,udp,INT,9e-06,304,0,254,0,0,0,-,135111104.0,0.0,2,0,0,0,0,0,152,0,0,0,0.0,0.0,1424251216,1424251216,0.009,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,1,1,1,1,1,1,1,Exploits,1,6,1
175.45.176.0,0,149.171.126.17,0,sep,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424251593,1424251593,0.009,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,6,6,1,1,1,1,6,Exploits,1,6,1
175.45.176.0,0,149.171.126.17,0,ipnip,INT,4e-06,180,0,254,0,0,0,-,180000000.0,0.0,2,0,0,0,0,0,90,0,0,0,0.0,0.0,1424251514,1424251514,0.004,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,4,3,3,4,4,3,3,Exploits,1,6,1
175.45.176.0,19218,149.171.126.11,21,tcp,FIN,2.016949,1146,1618,62,252,7,9,ftp,4339.227539,6128.067871,22,22,255,255,1299463752,150937135,52,74,0,0,5145.60108,6199.115495,1424251287,1424251289,96.045187,92.749905,0.136338,0.068663,0.067675,0,1,Normal,1.0,1,2,1,1,2,2,1,2,Exploits,1,6,1
175.45.176.2,61921,149.171.126.18,143,tcp,FIN,1.254415,1004,2352,62,252,6,7,-,6052.223145,14170.74805,18,18,255,255,1009391159,1612303544,56,131,0,0,3506.650746,76.425438,1424251389,1424251390,73.789118,69.298703,0.110164,0.076218,0.033946,0,1,Normal,Normal, ,2,1,1,1,1,1,1,Exploits,1,6,1
175.45.176.0,0,149.171.126.17,0,tp++,INT,7e-06,200,0,254,0,0,0,-,114285712.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424251597,1424251597,0.007,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,4,4,2,3,1,1,5,Exploits,1,6,1
175.45.176.3,23115,149.171.126.19,80,tcp,FIN,0.35176,830,12634,62,252,2,6,http,16988.85547,269388.2188,10,16,255,255,2534842756,386004454,83,790,1,5745,1924.012027,1701.857018,1424251572,1424251572,39.084444,19.658866,0.11612,0.056306,0.059814,0,1,1.0,Normal, ,1,1,1,3,1,1,1,Exploits,1,6,1
175.45.176.3,14396,149.171.126.12,21,tcp,FIN,0.539012,5848,428,254,252,3,2,ftp,79567.79688,5565.73877,12,8,255,255,1869927690,3877606130,487,54,0,0,2959.239959,85.184156,1424251355,1424251356,46.440727,64.172855,0.165874,0.089795,0.076079,0,1,Normal,Normal, ,1,1,1,2,1,1,1,DoS,1,5,1
175.45.176.0,0,149.171.126.17,0,idpr,INT,4e-06,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424251594,1424251594,0.004,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,6,6,2,2,2,2,6,DoS,1,5,1
175.45.176.0,0,149.171.126.17,0,dcn,INT,1e-05,200,0,254,0,0,0,-,80000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424251582,1424251582,0.01,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,5,5,1,1,1,1,5,DoS,1,5,1
175.45.176.0,0,149.171.126.17,0,iso-tp4,INT,1e-05,200,0,254,0,0,0,-,80000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424251589,1424251589,0.01,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,4,4,1,1,1,1,4,DoS,1,5,1
175.45.176.0,0,149.171.126.17,0,cbt,INT,1.519138,360,0,254,0,0,0,-,1421.859009,0.0,4,0,0,0,0,0,90,0,0,0,716.122875,0.0,1424251556,1424251558,506.379344,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,7,7,7,7,7,7,7,DoS,1,5,1
175.45.176.0,0,149.171.126.17,0,idpr-cmtp,INT,1e-05,200,0,254,0,0,0,-,80000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424251596,1424251596,0.01,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,4,4,2,2,2,2,5,DoS,1,5,1
175.45.176.1,42821,149.171.126.15,143,tcp,FIN,2.498722,1018,3164,62,252,6,7,-,3079.974365,9624.119141,18,20,255,255,2455814911,585561486,57,158,0,0,7701.659785,177.102672,1424251592,1424251595,146.983647,126.739156,0.167373,0.089915,0.077458,0,1,Normal,Normal, ,1,1,2,1,1,1,1,DoS,1,5,1
175.45.176.0,0,149.171.126.17,0,prm,INT,2e-06,200,0,254,0,0,0,-,400000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424251584,1424251584,0.002,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,5,5,2,2,2,2,5,DoS,1,5,1
175.45.176.0,0,149.171.126.17,0,ipnip,INT,4e-06,180,0,254,0,0,0,-,180000000.0,0.0,2,0,0,0,0,0,90,0,0,0,0.0,0.0,1424251514,1424251514,0.004,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,4,3,3,4,4,3,3,DoS,1,5,1
175.45.176.0,0,149.171.126.17,0,trunk-1,INT,1e-05,200,0,254,0,0,0,-,80000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424251585,1424251585,0.01,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,4,4,1,1,1,1,6,DoS,1,5,1
175.45.176.0,0,149.171.126.17,0,ggp,INT,1e-06,180,0,254,0,0,0,-,720000000.0,0.0,2,0,0,0,0,0,90,0,0,0,0.0,0.0,1424251514,1424251514,0.001,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,4,3,3,4,4,3,3,DoS,1,5,1
175.45.176.0,0,149.171.126.17,0,ddp,INT,8e-06,200,0,254,0,0,0,-,100000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424251596,1424251596,0.008,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,4,4,2,2,2,2,5,DoS,1,5,1
175.45.176.0,0,149.171.126.17,0,prm,INT,2e-06,200,0,254,0,0,0,-,400000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424251584,1424251584,0.002,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,5,5,2,2,2,2,5,DoS,1,5,1
175.45.176.0,0,149.171.126.17,0,3pc,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424251594,1424251594,0.009,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,6,6,2,2,2,2,6,DoS,1,5,1
175.45.176.1,53462,149.171.126.13,80,tcp,FIN,0.387251,746,976,62,252,2,2,http,13882.46973,17642.30469,10,8,255,255,2613780411,335491298,75,122,1,90,2338.450505,67.372273,1424251312,1424251313,42.966444,46.504285,0.127296,0.061718,0.065578,0,1,1.0,Normal, ,2,1,1,2,1,1,1,DoS,1,5,1
175.45.176.0,0,149.171.126.17,0,netblt,INT,1e-06,200,0,254,0,0,0,-,800000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424251590,1424251590,0.001,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,4,4,1,1,1,1,4,DoS,1,5,1
175.45.176.0,0,149.171.126.17,0,idpr,INT,4e-06,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424251594,1424251594,0.004,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,6,6,2,2,2,2,6,DoS,1,5,1
175.45.176.0,0,149.171.126.17,0,leaf-1,INT,4e-06,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424251587,1424251587,0.004,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,4,4,3,3,2,2,6,DoS,1,5,1
175.45.176.2,19649,149.171.126.12,111,tcp,FIN,0.803482,564,354,254,252,2,1,-,5057.985352,3086.565674,10,8,255,255,1974498426,3907710950,56,44,0,0,5711.249095,167.745141,1424251428,1424251429,85.997889,104.826141,0.10932,0.069692,0.039628,0,1,Normal,Normal, ,1,1,2,1,1,1,1,Reconnaissance,1,2,1
175.45.176.0,63059,149.171.126.13,111,tcp,FIN,0.870648,564,354,254,252,2,1,-,4667.787598,2848.453125,10,8,255,255,3564938334,746090599,56,44,0,0,6240.570458,171.199766,1424251483,1424251484,94.677222,114.17957,0.156716,0.071385,0.085331,0,1,Normal,Normal, ,1,1,1,1,1,1,1,Reconnaissance,1,2,1
175.45.176.2,18052,149.171.126.10,111,udp,INT,6e-06,168,0,254,0,0,0,-,112000000.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,1424251364,1424251364,0.006,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,1,1,1,2,1,1,1,Reconnaissance,1,2,1
175.45.176.1,0,149.171.126.13,0,sctp,INT,6e-06,78,0,254,0,0,0,-,52000000.0,0.0,2,0,0,0,0,0,39,0,0,0,0.0,0.0,1424251410,1424251410,0.006,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,1,1,1,2,1,1,1,Reconnaissance,1,2,1
175.45.176.0,0,149.171.126.17,0,rdp,INT,4e-06,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424251588,1424251588,0.004,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,4,4,2,2,2,2,4,Reconnaissance,1,2,1
175.45.176.0,65388,149.171.126.17,111,tcp,FIN,0.64881,564,354,254,252,2,1,-,6263.774902,3822.382324,10,8,255,255,533639229,1018957667,56,44,0,0,5538.903653,141.037984,1424251508,1424251509,71.058889,91.272,0.07311,0.009902,0.063208,0,1,Normal,Normal, ,1,1,1,1,1,1,1,Reconnaissance,1,2,1
175.45.176.0,0,149.171.126.17,0,idpr,INT,4e-06,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424251594,1424251594,0.004,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,6,6,2,2,2,2,6,Reconnaissance,1,2,1
175.45.176.1,25239,149.171.126.14,111,tcp,FIN,0.749751,564,354,254,252,2,1,-,5420.466309,3307.764893,10,8,255,255,3614113074,3162731358,56,44,0,0,5783.557096,142.668125,1424251448,1424251449,83.203556,98.939141,0.132024,0.057169,0.074855,0,1,Normal,Normal, ,5,5,2,2,1,1,5,Reconnaissance,1,2,1
175.45.176.2,5503,149.171.126.10,111,tcp,FIN,0.877108,564,354,254,252,2,1,-,4633.40918,2827.473877,10,8,255,255,3510343207,23375717,56,44,0,0,6595.440527,158.052672,1424251404,1424251405,91.443444,119.84943,0.103768,0.038154,0.065614,0,1,Normal,Normal, ,1,1,1,1,1,1,1,Reconnaissance,1,2,1
175.45.176.2,59274,149.171.126.16,111,udp,INT,9e-06,168,0,254,0,0,0,-,74666664.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,1424251287,1424251287,0.009,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,1,1,1,1,1,1,1,Reconnaissance,1,2,1
175.45.176.2,1971,149.171.126.15,80,tcp,FIN,0.61926,508,268,254,252,2,1,http,5916.739258,2893.776367,10,6,255,255,528587866,3991241300,51,45,1,0,3127.443205,139.340766,1424251583,1424251584,61.08,109.626797,0.128398,0.071122,0.057276,0,1,1.0,Normal, ,3,3,1,1,1,1,3,Fuzzers,1,1,1
175.45.176.1,1048,149.171.126.14,179,tcp,FIN,1.100021,1434,764,254,252,4,4,-,9687.087891,5163.537598,14,14,255,255,3460436306,3358236127,102,55,0,0,4797.249576,110.15218,1424251407,1424251408,84.546772,80.558695,0.11831,0.052749,0.065561,0,1,Normal,Normal, ,4,4,1,1,1,1,4,Fuzzers,1,1,1
